wasp_id,cell_id,amt,time,bout_id
25,15,174,2,
25,15,2,174,47.0
23,2,174,2,
23,2,2,174,47.0
22,191,174,2,
22,191,2,174,47.0
6,13,174,2,
6,13,2,174,47.0
35,1,175,2,
35,1,2,175,47.0
21,3,175,2,
21,3,2,175,47.0
13,191,176,2,
13,191,2,176,47.0
5,3,176,2,
5,3,2,176,47.0
24,3,176,2,
24,3,2,176,47.0
25,173,176,2,
25,173,2,176,47.0
43,2,176,2,
43,2,2,176,47.0
38,3,177,2,
38,3,2,177,47.0
37,161,177,2,
37,161,2,177,47.0
35,1,177,2,
35,1,2,177,47.0
17,191,178,2,
17,191,2,178,47.0
31,160,178,2,
31,160,2,178,47.0
22,17,178,2,
22,17,2,178,47.0
25,174,178,2,
25,174,2,178,47.0
37,4,179,2,
37,4,2,179,48.0
6,158,179,2,
6,158,2,179,48.0
24,3,179,2,
24,3,2,179,48.0
23,3,179,2,
23,3,2,179,48.0
15,3,180,2,
15,3,2,180,48.0
43,2,180,2,
43,2,2,180,49.0
5,2,180,1,
5,2,1,180,49.0
17,328,180,2,
17,328,2,180,49.0
37,4,180,2,
37,4,2,180,49.0
22,17,181,2,
22,17,2,181,49.0
38,8,181,2,
38,8,2,181,49.0
14,1,181,2,
14,1,2,181,49.0
24,3,181,2,
24,3,2,181,49.0
23,2,182,2,
23,2,2,182,50.0
25,183,182,2,
25,183,2,182,50.0
6,6,182,2,
6,6,2,182,50.0
13,183,183,2,
13,183,2,183,50.0
43,2,183,2,
43,2,2,183,50.0
29,191,183,2,
29,191,2,183,50.0
28,4,183,2,
28,4,2,183,50.0
39,191,183,2,
39,191,2,183,50.0
31,167,184,2,
31,167,2,184,50.0
15,160,184,2,
15,160,2,184,50.0
24,9,184,2,
24,9,2,184,50.0
22,174,184,2,
22,174,2,184,50.0
37,4,184,2,
37,4,2,184,50.0
17,191,184,2,
17,191,2,184,50.0
26,3,185,2,
26,3,2,185,50.0
25,182,185,2,
25,182,2,185,50.0
5,160,185,2,
5,160,2,185,50.0
43,2,185,2,
43,2,2,185,50.0
6,190,185,2,
6,190,2,185,50.0
13,183,186,2,
13,183,2,186,50.0
35,160,186,2,
35,160,2,186,50.0
22,15,186,2,
22,15,2,186,50.0
39,23,187,2,
39,23,2,187,50.0
22,165,188,2,
22,165,2,188,50.0
25,182,188,2,
25,182,2,188,50.0
31,3,189,2,
31,3,2,189,50.0
23,3,189,2,
23,3,2,189,50.0
24,3,190,1,
24,3,1,190,50.0
42,161,190,2,
42,161,2,190,50.0
9,160,191,2,
9,160,2,191,50.0
39,7,191,2,
39,7,2,191,50.0
21,4,191,1,
21,4,1,191,50.0
17,328,191,2,
17,328,2,191,50.0
25,183,192,2,
25,183,2,192,50.0
31,9,193,2,
31,9,2,193,50.0
26,4,193,2,
26,4,2,193,50.0
38,9,193,2,
38,9,2,193,50.0
9,2,193,2,
9,2,2,193,50.0
36,319,193,2,
36,319,2,193,50.0
21,4,193,1,
21,4,1,193,50.0
22,2,193,2,
22,2,2,193,50.0
23,4,193,2,
23,4,2,193,50.0
39,14,193,2,
39,14,2,193,50.0
26,4,194,2,
26,4,2,194,50.0
25,175,194,2,
25,175,2,194,50.0
14,161,195,2,
14,161,2,195,50.0
42,3,195,2,
42,3,2,195,50.0
23,4,195,2,
23,4,2,195,50.0
22,160,195,2,
22,160,2,195,50.0
21,4,196,2,
21,4,2,196,50.0
7,3,196,1,
7,3,1,196,50.0
25,17,196,2,
25,17,2,196,50.0
42,3,196,2,
42,3,2,196,50.0
14,9,197,2,
14,9,2,197,50.0
5,17,197,2,
5,17,2,197,50.0
38,3,197,2,
38,3,2,197,50.0
22,161,197,2,
22,161,2,197,50.0
25,175,198,2,
25,175,2,198,50.0
31,3,199,2,
31,3,2,199,50.0
22,4,199,2,
22,4,2,199,50.0
36,0,202,2,
36,0,2,202,51.0
21,4,202,1,
21,4,1,202,51.0
26,160,202,2,
