wasp_id,cell_id,amt,time,bout_id
41,43,2,141,42.0
5,305,141,1,
5,305,1,141,42.0
18,312,141,2,
18,312,2,141,42.0
39,3,141,2,
39,3,2,141,42.0
0,166,141,2,
0,166,2,141,42.0
37,305,141,2,
37,305,2,141,42.0
22,3,142,2,
22,3,2,142,42.0
50,306,142,2,
50,306,2,142,42.0
0,2,142,2,
0,2,2,142,42.0
53,2,142,2,
53,2,2,142,42.0
25,210,142,2,
25,210,2,142,42.0
38,161,142,2,
38,161,2,142,42.0
29,3,143,2,
29,3,2,143,42.0
41,43,143,2,
41,43,2,143,42.0
31,35,143,2,
31,35,2,143,42.0
35,305,143,2,
35,305,2,143,42.0
42,182,144,2,
42,182,2,144,42.0
33,161,144,2,
33,161,2,144,42.0
29,2,144,2,
29,2,2,144,42.0
38,10,144,2,
38,10,2,144,42.0
0,2,144,2,
0,2,2,144,42.0
28,168,145,2,
28,168,2,145,42.0
39,4,145,2,
39,4,2,145,42.0
22,8,145,2,
22,8,2,145,42.0
19,335,145,1,
19,335,1,145,42.0
20,3,146,2,
20,3,2,146,42.0
43,3,146,2,
43,3,2,146,42.0
38,18,146,1,
38,18,1,146,42.0
29,1,146,2,
29,1,2,146,42.0
24,2,146,2,
24,2,2,146,42.0
25,211,147,1,
25,211,1,147,42.0
43,3,148,2,
43,3,2,148,42.0
26,3,149,2,
26,3,2,149,42.0
39,3,150,2,
39,3,2,150,42.0
9,3,151,1,
9,3,1,151,43.0
20,8,151,2,
20,8,2,151,43.0
24,160,151,1,
24,160,1,151,43.0
38,3,151,2,
38,3,2,151,43.0
36,160,152,2,
36,160,2,152,43.0
51,160,152,2,
51,160,2,152,43.0
54,1,152,2,
54,1,2,152,43.0
29,159,152,2,
29,159,2,152,43.0
53,3,153,2,
53,3,2,153,43.0
28,3,154,2,
28,3,2,154,43.0
29,164,155,2,
29,164,2,155,43.0
51,173,156,2,
51,173,2,156,43.0
53,10,156,2,
53,10,2,156,43.0
8,2,156,2,
8,2,2,156,43.0
46,13,156,2,
46,13,2,156,43.0
38,337,159,2,
38,337,2,159,43.0
53,18,159,2,
53,18,2,159,43.0
28,160,160,2,
28,160,2,160,44.0
31,42,160,2,
31,42,2,160,44.0
35,164,160,2,
35,164,2,160,44.0
11,0,160,2,
11,0,2,160,44.0
54,2,160,2,
54,2,2,160,44.0
36,3,160,2,
36,3,2,160,44.0
46,32,160,2,
46,32,2,160,44.0
31,183,163,2,
31,183,2,163,44.0
35,174,163,2,
35,174,2,163,44.0
19,34,164,2,
19,34,2,164,44.0
51,3,164,2,
51,3,2,164,44.0
46,33,164,2,
46,33,2,164,44.0
9,160,164,1,
9,160,1,164,44.0
53,176,164,2,
53,176,2,164,44.0
36,2,164,2,
36,2,2,164,44.0
6,162,166,2,
6,162,2,166,45.0
29,3,166,2,
29,3,2,166,45.0
28,2,166,2,
28,2,2,166,45.0
24,3,166,2,
24,3,2,166,45.0
36,7,166,2,
36,7,2,166,45.0
31,183,166,2,
31,183,2,166,45.0
35,16,166,2,
35,16,2,166,45.0
19,193,167,2,
19,193,2,167,45.0
28,160,168,2,
28,160,2,168,46.0
26,160,168,2,
26,160,2,168,46.0
8,160,168,2,
8,160,2,168,46.0
29,3,168,2,
29,3,2,168,46.0
41,182,168,2,
41,182,2,168,46.0
31,184,168,2,
31,184,2,168,46.0
53,161,168,1,
53,161,1,168,46.0
35,8,168,2,
35,8,2,168,46.0
51,160,169,2,
51,160,2,169,46.0
54,160,169,2,
54,160,2,169,46.0
0,3,169,2,
0,3,2,169,46.0
6,15,170,2,
6,15,2,170,46.0
31,26,170,2,
31,26,2,170,46.0
9,2,170,2,
9,2,2,170,46.0
42,16,171,2,
42,16,2,171,46.0
22,160,171,2,
22,160,2,171,46.0
0,3,171,2,
0,3,2,171,46.0
23,3,171,1,
23,3,1,171,46.0
32,183,171,2,
32,183,2,171,46.0
8,1,172,1,
8,1,1,172,46.0
41,176,172,2,
41,176,2,172,46.0
4,193,173,2,
4,193,2,173,46.0
46,180,173,2,
46,180,2,173,46.0
6,7,173,2,
6,7,2,173,46.0
29,18,173,2,
29,18,2,173,46.0
48,202,174,2,
48,202,2,174,46.0
0,3,174,2,
0,3,2,174,46.0
43,2,174,2,
43,2,2,174,46.0
8,159,174,2,
8,159,2,174,46.0
31,184,175,2,
31,184,2,175,47.0
19,35,175,2,
19,35,2,175,47.0
35,336,175,2,
35,336,2,175,47.0
41,183,175,2,
41,183,2,175,47.0
8,1,176,2,
8,1,2,176,47.0
36,161,176,2,
36,161,2,176,47.0
46,306,176,2,
46,306,2,176,47.0
18,310,177,2,
18,310,2,177,47.0
35,192,177,2,
35,192,2,177,47.0
24,4,177,2,
24,4,2,177,47.0
41,182,177,2,
41,182,2,177,47.0
20,3,177,2,
20,3,2,177,47.0
32,193,177,2,
32,193,2,177,47.0
54,161,178,2,
54,161,2,178,47.0
4,25,178,2,
4,25,2,178,47.0
39,3,178,2,
39,3,2,178,47.0
22,8,178,2,
22,8,2,178,47.0
6,190,178,2,
6,190,2,178,47.0
9,1,179,2,
9,1,2,179,48.0
0,2,179,2,
0,2,2,179,48.0
20,160,179,2,
20,160,2,179,48.0
28,161,179,1,
28,161,1,179,48.0
43,2,179,2,
43,2,2,179,48.0
8,159,180,2,
8,159,2,180,48.0
51,3,180,2,
51,3,2,180,48.0
32,25,181,2,
32,25,2,181,48.0
46,306,181,2,
46,306,2,181,48.0
